"x"
5.72617452629245e-38
1.99950188583128e-40
1.9645878851662e-63
1.7934282197814e-41
0.0363338156575714
0.604117607260534
4.53063158216623e-77
7.37110334092861e-61
0.634322646780943
2.74772959744714e-30
2.9154683463007e-11
9.49319735102158e-86
6.08289709300265e-06
8.32143584566359e-124
0.759227456101398
0.000112437370641022
7.30930238706106e-74
5.05683887449515e-66
1.32625377569646e-40
1.12761846101567e-59
1.2984659078885e-86
0.769400566246812
1.42006986121228e-74
2.60659913671378e-81
0.427417250105247
2.19979483226214e-146
2.4302398162045e-38
0.031928870882865
1.30470408450797e-07
1.30824591135126e-31
6.27049107584122e-46
0.540353393199861
6.22061384088297e-47
6.65667247617499e-100
6.02902293342572e-140
1.47816549218907e-75
3.64949010432889e-36
2.2972695291083e-23
5.61104176893188e-16
2.11925547782225e-07
2.09030027848171e-63
0.0121590224221951
6.7671153403697e-65
1.39723343483722e-27
1.34609560420247e-89
2.8543237090103e-34
1.57700516959723e-23
1.33508571182136e-31
5.64050951037388e-43
7.74502422667523e-13
1.08868789644231e-106
6.68518834448619e-41
3.57613129629337e-97
2.77145121783915e-32
8.42287310324612e-10
0.19822008296586
5.76637835457416e-119
5.81353858776611e-146
1.14926657598489e-55
0.279599939212608
5.34480519297643e-60
2.68318063507007e-24
0.00376632590462221
8.93538202926122e-26
2.44679356390857e-67
1.25002219435532e-05
3.66808307283344e-21
2.18327960810254e-56
9.93163167353299e-41
0.0299331940692063
1.33919339390261e-31
0.862095917258585
9.61631245401391e-125
3.63472694891047e-112
5.84118132451266e-87
6.00097550615046e-23
8.32878464871259e-72
3.29930034263704e-116
0.580954450183677
4.06312595785194e-143
4.92844085057417e-66
2.66350818245116e-76
8.64306069406563e-228
1.12694569431318e-49
2.78329530401329e-70
0.367255136896154
1.81844363736982e-154
2.73797039490572e-145
0.0682495412263638
1.13322616754815e-64
2.83300803006806e-114
0.00751111750999404
8.81626470315806e-188
8.14145456578407e-174
9.34610513037128e-29
3.5232780076421e-28
2.58490337852319e-69
1.61166108173405e-24
0.0174108196822285
1.57350116090513e-51
0.016260044108766
3.66194301146342e-46
7.79796301263222e-10
1.30627064518006e-10
1.5675157187462e-08
2.37144023515629e-62
0.59730739541417
1.75892807352569e-17
2.90867331140183e-42
0.00152977703501122
3.91180448567446e-80
1.26543685594121e-151
0.000460496132272001
1.37050507276056e-133
4.70451415277814e-75
6.43391442191778e-17
1.05098008417771e-83
2.07507902637793e-17
3.53677552394304e-75
0.036236173261308
2.58644775493907e-05
1.89293389475601e-62
7.16310670739477e-15
2.25373429919775e-30
1.22622580524694e-42
4.2104851610575e-14
7.32653157750989e-32
2.3068596632803e-43
0.637600345103277
0.78695088211336
1.65750828712778e-120
3.99798027902526e-07
9.11699197997601e-22
2.15979488371489e-29
2.31568174446926e-08
7.81410684216039e-85
6.01752989250367e-10
2.62894226919013e-67
0.000133243580167124
1.16348438812567e-116
1.25689426064249e-30
0.0175501962310162
2.88713556729397e-77
3.97878761882655e-50
1.0985963767097e-45
1.31077222158256e-75
5.35841660498258e-88
8.36073720150743e-52
0.00793878830791449
1.40755529689876e-52
1.24633988023055e-37
6.63316674954559e-17
0.106670572555886
0.0288844596562499
1.64759862625565e-38
4.73274464629089e-16
0.430300184683948
7.63569704757014e-28
2.41382913916426e-87
4.4549505407477e-33
0.065037001419496
7.77057005688666e-81
1.52597010290532e-08
1.0146332364958e-115
5.46619583767203e-124
2.78898749484873e-26
0.103112732456176
3.73803443941109e-159
8.73233269727269e-65
1.39572927891181e-07
5.3376007966532e-51
1.35317254239208e-53
1.94260294425409e-15
2.46241071529469e-98
6.07896865715202e-149
9.98515525779381e-56
1.2274861726758e-96
7.41956133586578e-43
8.11828847240006e-102
0.826464221535557
6.88057491299208e-14
1.79230143955488e-15
3.59534949520424e-275
5.39008739759303e-83
1.61625493121005e-21
1.10658028895237e-122
4.07649009813302e-14
1.54179475262493e-121
8.87792490799423e-52
0.0376605538948334
0
1.49894689894273e-26
2.76724906562542e-143
5.38967687534583e-259
0.534092676966113
1.62690039347817e-21
0.0126935308383613
1.11731418463921e-10
1.11999500312174e-47
2.40428468805512e-86
0.14115325240068
1.250524293343e-60
3.8391591330944e-86
3.13482601784071e-106
2.197251825723e-06
2.36112123193053e-43
1.42622442767531e-97
1.06897213813803e-33
4.45658283762286e-10
9.3159347065966e-45
2.37067522307809e-49
4.19873568902347e-22
2.65097046027852e-81
4.39519246020604e-97
0.00285840411447346
6.5210480320138e-26
1.96472523865468e-223
1.05829100579238e-44
0.00343669373590195
0.00180389851994048
2.0216995974221e-12
4.02594361344026e-25
1.49823546624032e-16
0.0300001933387989
0.108509538044778
5.83280344561619e-55
1.7923131104718e-67
8.143031405029e-95
7.47946736937922e-21
1.31729990769556e-108
7.47034451990989e-43
3.61294405476999e-43
9.21276845651696e-23
0.00124790585237174
7.25532249360832e-154
0.0399684277762413
0.00146849103821497
1.09684037018738e-63
1.06993570380337e-21
2.21433184249694e-30
5.4075266060584e-89
9.27609864964275e-99
2.79175108399637e-44
4.12671687497851e-187
1.38756243767479e-102
2.92043239555254e-100
7.62186453146275e-82
3.03100984258912e-136
6.44138486936356e-51
3.41598163349203e-07
4.22240696590102e-42
1.73756129096798e-226
4.39255137613457e-137
9.88126225967097e-12
5.63743575728082e-61
1.04466164012185e-06
5.12280792892307e-27
0.25876267529737
3.26775478850727e-09
2.26122475301881e-05
6.01856322442238e-08
3.77480643574277e-138
1.75291392137688e-88
0.00194067131574919
1.67154995122621e-11
3.39495189438764e-34
3.88666227014634e-11
5.11752420800085e-13
0.0101178538850024
1.16122201573279e-95
