"x"
24980
27714
352
25892
37105
21751
23668
32600
8886
25258
5150
13850
23263
29822
24930
3106
6840
6347
35321
36871
8162
4314
21725
16221
41832
26000
28370
35348
40104
39780
21429
29009
7644
6217
26977
29666
22466
27561
20315
27381
22773
23848
38718
16722
24441
16797
18873
20413
8782
24870
27689
23265
24609
43009
42744
5205
19663
24268
8629
27360
20984
17663
1182
5005
20504
42096
16448
18063
16479
22283
28838
36315
22496
23275
33964
20107
28889
40670
14675
30215
10655
1370
24039
14198
2229
20572
20662
33575
37190
3388
39753
27323
27743
25374
34921
8506
2695
7117
4615
30529
29186
30911
38259
6615
4592
3058
3553
4689
8732
7496
33535
35289
14130
19582
7575
27619
16875
31066
12597
40435
29006
20485
41184
31090
34592
12336
11324
31140
28869
9252
16057
24143
10996
3738
14421
40727
20501
28936
20167
3869
19918
36265
25433
1566
26406
6793
9775
36951
36682
31196
2901
24539
2678
23291
6658
6127
27043
22640
28770
16056
12361
31056
14268
9027
32538
7231
19277
35086
35984
31240
30084
20323
38377
30763
25601
41359
10696
4694
6677
25436
18256
38794
31152
41473
11734
1789
8895
908
33175
42435
13612
17395
32347
28930
42169
42848
24784
21724
9617
42350
15930
19749
21990
909
4867
3342
42508
39812
35235
42883
10232
28927
38670
17474
29849
41215
7331
